kind	identity	abi_version	trusted_data	untrusted_data	validation_before_effect	capability	result_or_commit	failure_status	implementation_binding	producer_or_caller	source_site	success_witness	malformed_witness
callback	pattern-var	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-pattern-var	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-pattern-var	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	string-eq	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	string-transform	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-string-eq	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-string-eq	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-tuple-ref	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-tuple-ref	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-tuple-ref	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-struct-get	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-struct-get	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-struct-get	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-struct-get-from-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-struct-get-from-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-struct-get-from-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-struct-set-from-value	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-struct-set-from-value	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-struct-set-from-value	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-set-from-place	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-set-from-place	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-set-from-place	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-array-set	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-array-set	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-array-set	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-struct-set	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-struct-set	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-struct-set	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-return	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-return	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-return	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-box	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-box	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-box	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-box-get	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-box-get	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-box-get	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-box-take	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-box-take	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-box-take	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-read	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-read	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-read	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-addr-of	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-addr-of	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-addr-of	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-to-int	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-to-int	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-to-int	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-int-to-ptr	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-int-to-ptr	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-int-to-ptr	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-string-data	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-string-data	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-string-data	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-array-data	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-array-data	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-array-data	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-string-from-bytes	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+pointer-length	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-string-from-bytes	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-string-from-bytes	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-write	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-write	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-write	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-offset	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-offset	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-offset	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-unsafe	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-unsafe	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-unsafe	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-float-literal	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-float-literal	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-float-literal	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	let-binding	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+argument-range+pointer-length+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-let-binding	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-let-binding	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	let-binding-list-empty	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-let-binding-list-empty	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-let-binding-list-empty	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	let-binding-list-cons	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-let-binding-list-cons	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-let-binding-list-cons	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-let	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-let	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-let	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-lambda	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,arg-c:i64	session-cookie+first-failure-latch+argument-range+pointer-length	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-lambda	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-lambda	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-lambda1	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-lambda1	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-lambda1	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-var	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+pointer-length+typed-arena-handle	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-var	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-var	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-var-args	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,arg-b:i64,arg-c:i64	session-cookie+first-failure-latch+argument-range+pointer-length	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-var-args	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-var-args	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-scalar	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+typed-arena-handle	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-scalar	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-scalar	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	array-element-type	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-array-element-type	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-array-element-type	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	box-element-type	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-box-element-type	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-box-element-type	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	reference-element-type	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-reference-element-type	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-reference-element-type	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	function-param-count	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-function-param-count	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-function-param-count	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	function-return-type	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-function-return-type	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-function-return-type	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-cleanup-owning?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-cleanup-owning?	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-cleanup-owning?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-cleanup-function	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-cleanup-function	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-cleanup-function	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	array-length	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-array-length	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-array-length	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	array-dynamic?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+stack-bounds+typed-arena-handle	reflection-read	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-array-dynamic?	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-array-dynamic?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-call?	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range	session-value-stack	direct-i64-predicate;no-result-commit	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-call?	generic-loader-import-admission	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-call?	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-call-callee	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-call-callee	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-call-callee	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	operand-expr-call-args	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch+argument-range+typed-arena-handle	session-value-stack	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-operand-expr-call-args	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-operand-expr-call-args	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	expr-ptr-cast	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	unsafe-syntax-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-expr-ptr-cast	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-expr-ptr-cast	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-ptr	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-ptr	native-producer-direct-count=2	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-ptr	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-box	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-box	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-box	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-dyn-array	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,_arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-dyn-array	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-dyn-array	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
callback	type-array	2	catalog-name+abi-version;compiler-owned-active-session	session:i64,arg-a:i64,_arg-b:i64,_arg-c:i64	session-cookie+first-failure-latch	type-build	status-i64;session-state-only;commit-result-publishes-value	bad-request=4;diagnostic=1;fuel=2;abort=3;first-failure-latched	compiler-comptime-host-callback-type-array	native-producer-direct-count=1	src/compiler_embedded_stdlib_tlci.tl:compiler-comptime-host-callback-type-array	verify-embedded-stdlib-tlci:native-corpus	verify-tlci-boundary-manifest:invalid-session-guard
